,countQuits,female,regionalDriver,teamDriver,longHaulDriver,specRegDriver,traineeDriver,vet,retDays,volQuit,disqual,terminated,unkQuit,pctMilesPay,age,student,codriver,violations,monday,tuesday,wednesday,thursday,friday,saturday,sunday,termDate
18,6,0.0,0.6666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.3333333333333333,133.83333333333334,0.8333333333333334,0.0,0.16666666666666666,0.0,0.3208985,35.666666666666664,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011-11-19
19,6,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,300.8333333333333,1.0,0.0,0.0,0.0,0.48887733333333333,36.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011-11-20
20,8,0.125,0.5,0.25,0.125,0.125,0.0,0.125,218.375,0.875,0.0,0.125,0.0,0.39534712499999997,40.0,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-11-21
21,15,0.0,0.5333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.06666666666666667,0.06666666666666667,199.33333333333334,0.6666666666666666,0.13333333333333333,0.2,0.0,0.4733078666666667,41.93333333333333,0.06666666666666667,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011-11-22
22,17,0.058823529411764705,0.5294117647058824,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.058823529411764705,0.11764705882352941,174.11764705882354,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.0,0.4204335294117647,36.705882352941174,0.23529411764705882,0.11764705882352941,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-11-23
23,11,0.09090909090909091,0.18181818181818182,0.0,0.36363636363636365,0.45454545454545453,0.0,0.09090909090909091,422.8181818181818,1.0,0.0,0.0,0.0,0.43200372727272723,38.36363636363637,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011-11-24
24,13,0.15384615384615385,0.38461538461538464,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.0,0.23076923076923078,752.3846153846154,1.0,0.0,0.0,0.0,0.5817908461538461,42.23076923076923,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-11-25
25,8,0.25,0.625,0.125,0.0,0.25,0.0,0.125,478.75,1.0,0.0,0.0,0.0,0.31599537499999997,34.25,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011-11-26
26,10,0.0,0.6,0.1,0.3,0.0,0.0,0.3,426.3,1.0,0.0,0.0,0.0,0.6241234999999999,41.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011-11-27
27,10,0.0,0.1,0.1,0.3,0.3,0.2,0.1,102.7,0.7,0.1,0.2,0.0,0.1734804,32.8,0.5,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-11-28
28,11,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.0,75.45454545454545,0.8181818181818182,0.18181818181818182,0.0,0.0,0.24666500000000002,32.36363636363637,0.5454545454545454,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011-11-29
29,21,0.14285714285714285,0.2857142857142857,0.38095238095238093,0.09523809523809523,0.23809523809523808,0.0,0.047619047619047616,181.1904761904762,0.9523809523809523,0.0,0.047619047619047616,0.0,0.5124203809523808,39.333333333333336,0.14285714285714285,0.047619047619047616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-11-30
30,18,0.0,0.2777777777777778,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.3333333333333333,0.16666666666666666,237.55555555555554,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.0,0.21487377777777775,37.833333333333336,0.2777777777777778,0.2777777777777778,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011-12-01
31,21,0.0,0.38095238095238093,0.09523809523809523,0.2857142857142857,0.047619047619047616,0.19047619047619047,0.047619047619047616,186.1904761904762,0.8571428571428571,0.047619047619047616,0.09523809523809523,0.0,0.33225919047619046,45.42857142857143,0.2857142857142857,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-12-02
32,10,0.0,0.5,0.0,0.3,0.2,0.0,0.3,293.2,1.0,0.0,0.0,0.0,0.3808994,40.6,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011-12-03
33,2,0.5,0.5,0.5,0.0,0.0,0.0,0.0,530.5,1.0,0.0,0.0,0.0,0.609676,38.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011-12-04
34,9,0.1111111111111111,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,223.22222222222223,0.8888888888888888,0.0,0.1111111111111111,0.0,0.33380855555555555,37.55555555555556,0.2222222222222222,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-05
35,9,0.0,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.2222222222222222,61.666666666666664,1.0,0.0,0.0,0.0,0.26769833333333337,36.55555555555556,0.5555555555555556,0.1111111111111111,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011-12-06
36,12,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,232.5,0.75,0.08333333333333333,0.16666666666666666,0.0,0.3591665000000001,41.25,0.25,0.08333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-12-07
37,19,0.15789473684210525,0.47368421052631576,0.2631578947368421,0.10526315789473684,0.10526315789473684,0.05263157894736842,0.10526315789473684,147.78947368421052,0.8421052631578947,0.05263157894736842,0.10526315789473684,0.0,0.3798353157894737,41.0,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011-12-08
38,20,0.1,0.45,0.2,0.15,0.1,0.1,0.2,350.95,0.85,0.05,0.1,0.0,0.30652935000000003,37.7,0.35,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-12-09
39,8,0.25,0.5,0.25,0.0,0.25,0.0,0.5,47.25,1.0,0.0,0.0,0.0,0.216677625,34.875,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011-12-10
40,4,0.0,0.75,0.0,0.25,0.0,0.0,0.0,190.0,1.0,0.0,0.0,0.0,0.34515775000000004,41.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011-12-11
41,7,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.2857142857142857,181.57142857142858,0.7142857142857143,0.2857142857142857,0.0,0.0,0.34108357142857143,39.42857142857143,0.14285714285714285,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-12
42,7,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0,65.0,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.2918821428571428,38.142857142857146,0.2857142857142857,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011-12-13
43,17,0.11764705882352941,0.4117647058823529,0.11764705882352941,0.17647058823529413,0.23529411764705882,0.058823529411764705,0.29411764705882354,205.58823529411765,0.8235294117647058,0.0,0.17647058823529413,0.0,0.3994395882352941,37.294117647058826,0.23529411764705882,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-12-14
44,8,0.0,0.625,0.0,0.125,0.125,0.125,0.125,177.75,0.25,0.25,0.5,0.0,0.2260925,37.5,0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011-12-15
45,11,0.09090909090909091,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.0,0.2727272727272727,0.0,242.0,0.9090909090909091,0.09090909090909091,0.0,0.0,0.3728016363636364,44.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-12-16
46,10,0.0,0.4,0.1,0.1,0.1,0.3,0.3,41.9,1.0,0.0,0.0,0.0,0.1501553,42.1,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011-12-17
47,4,0.0,0.25,0.0,0.5,0.25,0.0,0.75,457.75,1.0,0.0,0.0,0.0,0.43331375000000005,46.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011-12-18
48,10,0.1,0.5,0.1,0.2,0.2,0.0,0.1,112.5,0.8,0.1,0.1,0.0,0.3948347,37.1,0.4,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-19
49,7,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,71.71428571428571,0.8571428571428571,0.14285714285714285,0.0,0.0,0.4423484285714286,40.285714285714285,0.2857142857142857,0.14285714285714285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011-12-20
50,14,0.0,0.42857142857142855,0.07142857142857142,0.2857142857142857,0.14285714285714285,0.07142857142857142,0.14285714285714285,222.5,0.9285714285714286,0.0,0.07142857142857142,0.0,0.40463771428571427,39.57142857142857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-12-21
51,15,0.0,0.2,0.2,0.06666666666666667,0.13333333333333333,0.4,0.06666666666666667,203.26666666666668,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.22087526666666665,38.2,0.3333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011-12-22
52,8,0.125,0.75,0.0,0.125,0.125,0.0,0.5,178.125,1.0,0.0,0.0,0.0,0.426587125,42.625,0.25,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-12-23
53,5,0.2,0.4,0.2,0.0,0.4,0.0,0.0,52.6,1.0,0.0,0.0,0.0,0.236618,34.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011-12-24
54,3,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,503.0,1.0,0.0,0.0,0.0,0.26379800000000003,55.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2011-12-25
55,4,0.0,0.25,0.5,0.0,0.25,0.0,0.0,172.0,1.0,0.0,0.0,0.0,0.33037575,33.0,0.25,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-12-26
56,13,0.0,0.3076923076923077,0.15384615384615385,0.5384615384615384,0.0,0.0,0.15384615384615385,266.61538461538464,0.8461538461538461,0.0,0.15384615384615385,0.0,0.5418856153846154,38.15384615384615,0.15384615384615385,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2011-12-27
57,18,0.16666666666666666,0.5,0.3333333333333333,0.05555555555555555,0.0,0.1111111111111111,0.1111111111111111,157.61111111111111,0.7222222222222222,0.1111111111111111,0.16666666666666666,0.0,0.3533166111111111,40.166666666666664,0.2777777777777778,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2011-12-28
58,13,0.0,0.6153846153846154,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.07692307692307693,0.0,289.53846153846155,0.9230769230769231,0.0,0.07692307692307693,0.0,0.5173843076923077,33.61538461538461,0.15384615384615385,0.07692307692307693,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2011-12-29
59,15,0.2,0.3333333333333333,0.2,0.26666666666666666,0.06666666666666667,0.13333333333333333,0.13333333333333333,344.8,0.8666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.49515060000000005,38.0,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2011-12-30
60,4,0.0,0.5,0.25,0.0,0.25,0.0,0.5,76.25,1.0,0.0,0.0,0.0,0.27086125,35.75,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2011-12-31
61,4,0.0,0.0,0.25,0.25,0.5,0.0,0.0,146.25,1.0,0.0,0.0,0.0,0.40892525,47.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012-01-01
62,6,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0,71.16666666666667,1.0,0.0,0.0,0.0,0.25843166666666667,36.333333333333336,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-01-02
63,17,0.058823529411764705,0.35294117647058826,0.17647058823529413,0.35294117647058826,0.0,0.11764705882352941,0.11764705882352941,186.8235294117647,0.8823529411764706,0.0,0.11764705882352941,0.0,0.3948667058823529,42.94117647058823,0.17647058823529413,0.23529411764705882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012-01-03
64,17,0.058823529411764705,0.29411764705882354,0.23529411764705882,0.11764705882352941,0.23529411764705882,0.11764705882352941,0.23529411764705882,629.7647058823529,0.9411764705882353,0.0,0.058823529411764705,0.0,0.3562552941176471,43.94117647058823,0.47058823529411764,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012-01-04
65,22,0.0,0.45454545454545453,0.18181818181818182,0.13636363636363635,0.13636363636363635,0.09090909090909091,0.09090909090909091,289.1818181818182,0.8181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.40089695454545454,35.81818181818182,0.4090909090909091,0.045454545454545456,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012-01-05
66,10,0.0,0.4,0.3,0.2,0.0,0.1,0.2,374.6,0.6,0.0,0.4,0.0,0.3193551,38.4,0.6,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012-01-06
67,10,0.2,0.4,0.2,0.2,0.1,0.1,0.2,123.4,0.7,0.2,0.1,0.0,0.3593787,38.2,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012-01-07
68,5,0.0,0.4,0.0,0.2,0.0,0.4,0.0,135.8,1.0,0.0,0.0,0.0,0.3638156,33.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012-01-08
69,14,0.21428571428571427,0.35714285714285715,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,84.64285714285714,0.9285714285714286,0.0,0.07142857142857142,0.0,0.43243507142857135,42.0,0.35714285714285715,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-01-09
70,14,0.0,0.42857142857142855,0.14285714285714285,0.21428571428571427,0.0,0.21428571428571427,0.07142857142857142,203.85714285714286,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.0,0.49414685714285717,35.357142857142854,0.0,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012-01-10
71,23,0.0,0.391304347826087,0.17391304347826086,0.30434782608695654,0.08695652173913043,0.043478260869565216,0.17391304347826086,299.2173913043478,0.9130434782608695,0.043478260869565216,0.043478260869565216,0.0,0.49111660869565216,44.26086956521739,0.13043478260869565,0.17391304347826086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012-01-11
72,9,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.0,65.55555555555556,0.8888888888888888,0.1111111111111111,0.0,0.0,0.28321688888888885,41.44444444444444,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012-01-12
73,13,0.07692307692307693,0.38461538461538464,0.3076923076923077,0.15384615384615385,0.15384615384615385,0.0,0.23076923076923078,46.23076923076923,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.12638646153846153,40.69230769230769,0.6153846153846154,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012-01-13
74,7,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,133.71428571428572,0.8571428571428571,0.14285714285714285,0.0,0.0,0.30259157142857146,40.857142857142854,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012-01-14
75,7,0.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,398.7142857142857,1.0,0.0,0.0,0.0,0.461843,31.142857142857142,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012-01-15
76,14,0.07142857142857142,0.5714285714285714,0.07142857142857142,0.35714285714285715,0.0,0.0,0.07142857142857142,204.85714285714286,0.9285714285714286,0.07142857142857142,0.0,0.0,0.4575687857142857,40.857142857142854,0.2857142857142857,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-01-16
77,7,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,59.0,1.0,0.0,0.0,0.0,0.23299742857142855,38.142857142857146,0.2857142857142857,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012-01-17
78,13,0.0,0.23076923076923078,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.15384615384615385,0.07692307692307693,75.07692307692308,0.9230769230769231,0.0,0.07692307692307693,0.0,0.2636871538461538,37.84615384615385,0.6923076923076923,0.07692307692307693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012-01-18
79,10,0.3,0.0,0.3,0.5,0.0,0.2,0.1,297.1,1.0,0.0,0.0,0.0,0.2981709,34.7,0.4,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012-01-19
80,14,0.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.35714285714285715,128.42857142857142,1.0,0.0,0.0,0.0,0.23288242857142857,44.642857142857146,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012-01-20
81,6,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,68.66666666666667,1.0,0.0,0.0,0.0,0.3240151666666667,27.5,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012-01-21
82,4,0.0,0.5,0.25,0.25,0.0,0.0,0.0,177.25,1.0,0.0,0.0,0.0,0.365131,28.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012-01-22
83,9,0.1111111111111111,0.6666666666666666,0.0,0.2222222222222222,0.0,0.1111111111111111,0.3333333333333333,54.666666666666664,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.29626355555555556,42.55555555555556,0.4444444444444444,0.2222222222222222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-01-23
84,17,0.0,0.4117647058823529,0.0,0.11764705882352941,0.11764705882352941,0.35294117647058826,0.058823529411764705,38.411764705882355,0.7647058823529411,0.11764705882352941,0.11764705882352941,0.0,0.13031241176470587,35.1764705882353,0.35294117647058826,0.29411764705882354,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012-01-24
85,13,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.3076923076923077,0.07692307692307693,0.07692307692307693,0.07692307692307693,121.76923076923077,0.9230769230769231,0.0,0.07692307692307693,0.0,0.2971913076923077,41.92307692307692,0.5384615384615384,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012-01-25
86,10,0.2,0.4,0.2,0.1,0.2,0.1,0.1,535.4,1.0,0.0,0.0,0.0,0.3077073,41.7,0.5,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012-01-26
87,19,0.10526315789473684,0.6842105263157895,0.0,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.2631578947368421,533.6315789473684,0.8421052631578947,0.05263157894736842,0.10526315789473684,0.0,0.45312757894736844,46.421052631578945,0.15789473684210525,0.15789473684210525,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012-01-27
88,10,0.0,0.4,0.1,0.1,0.2,0.2,0.2,70.2,1.0,0.0,0.0,0.0,0.1768278,40.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2012-01-28
89,10,0.1,0.4,0.0,0.4,0.0,0.2,0.1,204.9,1.0,0.0,0.0,0.0,0.3343772,35.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2012-01-29
90,11,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.18181818181818182,100.81818181818181,1.0,0.0,0.0,0.0,0.34047818181818185,44.0,0.5454545454545454,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2012-01-30
91,15,0.0,0.3333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.4,0.06666666666666667,296.06666666666666,0.7333333333333333,0.06666666666666667,0.2,0.0,0.2782884,40.6,0.3333333333333333,0.06666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2012-01-31
92,10,0.3,0.4,0.4,0.0,0.2,0.0,0.1,385.8,0.7,0.0,0.3,0.0,0.39282619999999996,35.7,0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2012-02-01
93,17,0.058823529411764705,0.23529411764705882,0.29411764705882354,0.17647058823529413,0.058823529411764705,0.23529411764705882,0.17647058823529413,189.94117647058823,0.7647058823529411,0.058823529411764705,0.17647058823529413,0.0,0.27529400000000004,36.94117647058823,0.35294117647058826,0.23529411764705882,0.058823529411764705,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2012-02-02
94,12,0.0,0.3333333333333333,0.25,0.25,0.08333333333333333,0.08333333333333333,0.25,69.83333333333333,0.75,0.25,0.0,0.0,0.2567075,39.083333333333336,0.4166666666666667,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2012-02-03
